org_ein,state,state_name,name,address,city,fips,ruledate,nteecc,region,division
381802755,MI,Michigan,GOGEBIC-ONTONAGON COMMUNITY ACTION AGENCY,100 S MILL ST,BESSEMER,26053,1965,P20,Midwest,East North Central
381803599,MI,Michigan,COMMUNITY ACTION AGENCY,1214 GREENWOOD AVE,JACKSON,26075,1966,P20,Midwest,East North Central
381814037,MI,Michigan,FLINT NEIGHBORHOOD IMPVR & PRES PROJECT INC,505 W COURT ST,FLINT,26049,1964,L25,Midwest,East North Central
381814239,MI,Michigan,MONROE COUNTY OPPORTUNITY PROGRAM,1140 S TELEGRAPH RD,MONROE,26115,1966,P20,Midwest,East North Central
381814318,MI,Michigan,FIVE CAP INC,PO BOX 37,SCOTTVILLE,26105,1966,P20,Midwest,East North Central
381845192,MI,Michigan,LIFT FOUNDATION,2725 AIRVIEW BLVD STE 202,PORTAGE,26077,1967,P42,Midwest,East North Central
381852799,MI,Michigan,PLYMOUTH HOUSING CORPORATION,28 WADAMS STE 900,DETROIT,26163,1973,L20,Midwest,East North Central
381873461,MI,Michigan,NORTHEAST MICHIGAN COMMUNITY SERVICE AGENCY INC,2375 GORDON RD,ALPENA,26007,1968,P20,Midwest,East North Central
381887347,MI,Michigan,THE GOOD SAMARITAN MINISTRIES,513 E 8TH ST STE 25,HOLLAND,26139,1969,P60,Midwest,East North Central
381892670,MI,Michigan,LATIN AMERICANS FOR SOCIAL AND ECONOMIC DEVELOPMENT INC,4138 W VERNOR HWY,DETROIT,26163,1969,S30,Midwest,East North Central
381903026,MI,Michigan,INNER CITY CHRISTIAN FEDERATION,920 CHERRY ST SE,GRAND RAPIDS,26081,1970,L20,Midwest,East North Central
381913233,MI,Michigan,MIDLAND AREA HOMES INC,205 S SAGINAW RD,MIDLAND,26111,1971,L81,Midwest,East North Central
381948285,MI,Michigan,FOCUS HOPE,1355 OAKMAN BLVD,DETROIT,26163,1971,P20,Midwest,East North Central
381967845,MI,Michigan,NEWMAN NONPROFIT HOUSING CORP,615 ROLLING ROCK RD,BLOOMFLD HLS,26125,1992,L20,Midwest,East North Central
381969959,MI,Michigan,NELSON NEIGHBORHOOD IMPROVEMENT ASSN INC,PO BOX 1224,MUSKEGON,26121,1982,L20,Midwest,East North Central
381970562,MI,Michigan,DETROIT NON-PROFIT HOUSING,8904 WOODWARD AVE STE 185,DETROIT,26163,2015,L20,Midwest,East North Central
381972338,MI,Michigan,COMMUNITY CAPITAL DEVELOPMENT CORPORATION,PO BOX 1305,FLINT,26049,1979,S31,Midwest,East North Central
381974024,MI,Michigan,CRISIS CENTER INC,PO BOX 800,MT PLEASANT,26073,1972,P73,Midwest,East North Central
381976979,MI,Michigan,WAYNE-METROPOLITAN COMMUNITY ACTION AGENCY,7310 WOODWARD AVE STE 800,DETROIT,26163,1971,S20,Midwest,East North Central
381984852,MI,Michigan,AMERICAN INDIAN SERVICES INC,1110 SOUTHFIELD RD,LINCOLN PARK,26163,1972,P84,Midwest,East North Central
382027389,MI,Michigan,NORTHWEST MICHIGAN COMMUNITY ACTION AGENCY INC,3963 3 MILE RD N,TRAVERSE CITY,26055,1974,P20,Midwest,East North Central
382028057,MI,Michigan,SAGINAW ECONOMIC DEVELOPMENT CORPORATION,1315 S WASHINGTON AVE,SAGINAW,26145,1974,S30,Midwest,East North Central
382036469,MI,Michigan,OPERATION GET DOWN COMMUNITY RESEARCH PROJECTS,10100 HARPER AVE,DETROIT,26163,1977,P51,Midwest,East North Central
382056236,MI,Michigan,MID MICHIGAN COMMUNITY ACTION AGENCY INC,PO BOX 76,FARWELL,26035,1966,P20,Midwest,East North Central
382056360,MI,Michigan,METROPOLITAN HOUSING DEVELOPMENT CORPORATION,930 E MYRTLE AVE,FLINT,26049,1977,L20,Midwest,East North Central
382067327,MI,Michigan,ADAPT INCORPORATED,202 MORSE ST,COLDWATER,26023,1998,P80,Midwest,East North Central
382070921,MI,Michigan,SOUTH EASTERN MICHIGAN INDIANS INC,26641 LAWRENCE,CENTER LINE,26099,1977,P84,Midwest,East North Central
382083220,MI,Michigan,GROUP LIVING FACILITIES NON-PROFIT HOUSING CORPORATION,6060 TORRWY ROAD,FLINT,26049,1975,L20,Midwest,East North Central
382093124,MI,Michigan,RIVERVIEW NON-PROFIT HOUSING CORPORATION,8425 E 12 MILE RD,WARREN,26099,2016,L50,Midwest,East North Central
382098972,MI,Michigan,VIRGINIA PARK HENRY FORD HOSPITAL NON PROFIT HOUSING CORP,ONE FORD PL 5F,DETROIT,26163,1978,L50,Midwest,East North Central
382105275,MI,Michigan,VINE NEIGHBORHOOD ASSOCIATION,814 S WESTNEDGE AVE,KALAMAZOO,26077,1992,S22,Midwest,East North Central
382108671,MI,Michigan,EDISON NEIGHBORHOOD ASSOCIATION INC,816 WASHINGTON AVE,KALAMAZOO,26077,1980,S21,Midwest,East North Central
382128564,MI,Michigan,HERITAGE HOMES INC,400 136TH AVENUE BUILDING 200 STE 2,HOLLAND,26139,1978,P73,Midwest,East North Central
382142140,MI,Michigan,UNITED COMMUNITY HOUSING COALITION,2727 2ND AVE STE 313,DETROIT,26163,1977,L015,Midwest,East North Central
382178011,MI,Michigan,PORTAGE COMMUNITY OUTREACH CENTER INC,325 E CENTRE AVE,PORTAGE,26077,1978,P28,Midwest,East North Central
382219639,MI,Michigan,DETROIT NEIGHBORHOOD HOUSING SERVICES INC,900 UPPER SCOTSBOROUGH WAY,BLOOMFIELD,26125,1979,L20,Midwest,East North Central
382221284,MI,Michigan,GREATER GRATIOT DEVELOPMENT INC,136 S MAIN ST,ITHACA,26057,1993,S31,Midwest,East North Central
382225041,MI,Michigan,ST DAVIDS NON-PROFIT HOUSING CORP,8425 E 12 MILE RD,WARREN,26099,2008,L50,Midwest,East North Central
382227805,MI,Michigan,MOKA CORPORATION,715 TERRACE ST STE 201,MUSKEGON,26121,1980,P73,Midwest,East North Central
382236821,MI,Michigan,THE OTHER WAY MINISTRIES,839 SIBLEY ST NW,GRAND RAPIDS,26081,1981,P20,Midwest,East North Central
382237568,MI,Michigan,HANCOCK RESIDENTIAL CENTER NON- PROFIT HOUSING CORPORATION INC,51 W HANCOCK ST,DETROIT,26163,2015,L50,Midwest,East North Central
382247669,MI,Michigan,CRESTON NEIGHBORHOOD ASSOCIATION,205 CARRIER ST NE,GRAND RAPIDS,26081,1979,S22,Midwest,East North Central
382252958,MI,Michigan,CHURCH OF THE MESSIAH HOUSING CORP,231 E GRAND BLVD,DETROIT,26163,2019,L20,Midwest,East North Central
382254138,MI,Michigan,MARTIN CHAPEL HOUSING CORPORATION,42700 COLCHESTER,CLINTON TOWNSHIP,26099,1979,L50,Midwest,East North Central
382262287,MI,Michigan,SOUTHWEST DETROIT BUSINESS ASSOCIATION INC,7752 W VERNOR HWY,DETROIT,26163,1981,S40,Midwest,East North Central
382263817,MI,Michigan,HOME REPAIR SERVICES OF KENT COUNTY INC,1100 DIVISION AVE S,GRAND RAPIDS,26081,1979,L81,Midwest,East North Central
382284121,MI,Michigan,BLUE WATER COMMUNITY ACTION,3403 LAPEER RD,PORT HURON,26147,1982,S20,Midwest,East North Central
382311840,MI,Michigan,ARAB AMERICAN AND CHALDEAN COUNCIL,363 W BIG BEAVER RD STE 300,TROY,26125,1980,P84,Midwest,East North Central
382313832,MI,Michigan,DWELLING PLACE OF GRAND RAPIDS NONPROFIT HOUSING CORPORATION,101 SHELDON AVE SE STE 2,GRAND RAPIDS,26081,1982,L21,Midwest,East North Central
382315136,MI,Michigan,PONTIAC NEIGHBORHOOD HOUSING SERVICES INC,NA,PONTIAC,26125,NA,L80,Midwest,East North Central
382317342,MI,Michigan,INNOVATIVE HOUSING DEVELOPMENT CORPORATION,3051 COMMERCE DR STE 5,FORT GRATIOT,26147,1981,P73,Midwest,East North Central
382320421,MI,Michigan,DETROIT AREA AGENCY ON AGING,1333 BREWERY PARK BLVD STE 200,DETROIT,26163,1983,P81,Midwest,East North Central
382321643,MI,Michigan,EASTSIDE SENIOR CITIZENS ASSOCIATION,3065 N GENESEE RD,FLINT,26049,1981,L22,Midwest,East North Central
382322813,MI,Michigan,STUART AREA RESTORATION ASSOCIATION,530 DOUGLAS AVE,KALAMAZOO,26077,1982,S20,Midwest,East North Central
382324335,MI,Michigan,SOUTHWEST HOUSING SOLUTIONS CORPORATION,5716 MICHIGAN AVE B201,DETROIT,26163,1989,L20,Midwest,East North Central
382364507,MI,Michigan,GREATER CORKTOWN DEVELOPMENT CORPORATION,1438 MICHIGAN AVE,DETROIT,26163,1986,L99,Midwest,East North Central
382375773,MI,Michigan,NEIGHBORHOODS INC OF BATTLE CREEK,47 WASHINGTON AVE N,BATTLE CREEK,26025,1982,L25,Midwest,East North Central
382380236,MI,Michigan,LAPEER DEVELOPMENT CORPORATION,449 MCCORMICK DR,LAPEER,26087,2008,S20,Midwest,East North Central
382391381,MI,Michigan,LIGHTHOUSE OF OAKLAND COUNTY INC,PO BOX 430508,PONTIAC,26125,1982,P60,Midwest,East North Central
382391442,MI,Michigan,KALAMAZOO NEIGHBORHOOD HOUSING SERVICES INC,1219 S PARK ST,KALAMAZOO,26077,1982,L20,Midwest,East North Central
382411774,MI,Michigan,MIDDLE MICHIGAN DEVELOPMENT CORPORATION,200 E BROADWAY ST,MT PLEASANT,26073,1982,S41,Midwest,East North Central
382415106,MI,Michigan,SOUTHWEST MICHIGAN COMMUNITY ACTION AGENCY,185 E MAIN ST STE 303,BENTON HARBOR,26021,1985,S20,Midwest,East North Central
382415486,MI,Michigan,MONROE COUNTY BUSINESS DEVELOPMENT CORPORATION,102 E FRONT ST,MONROE,26115,1982,S20,Midwest,East North Central
382420565,MI,Michigan,COALITION ON TEMPORARY SHELTER,2211 E JEFFERSON AVE STE 400,DETROIT,26163,1983,L41,Midwest,East North Central
382423856,MI,Michigan,OAKHOUSE INC A NON-PROFIT HOUSING CORPORATION,19631 SAMPSON ST,HANCOCK,26061,1984,L50,Midwest,East North Central
382423943,MI,Michigan,PARAGON NON PROFIT HOUSING CORPORATION,6060 TORREY ROAD,FLINT,26049,1985,L20,Midwest,East North Central
382433720,MI,Michigan,DETRIOT ECONOMIC GROWTH ASSOCIATION,500 GRISWOLD ST STE 2200,DETROIT,26163,1982,S31,Midwest,East North Central
382437758,MI,Michigan,HISPANIC AMERICAN COUNCIL INCORPORATED,930 LAKE STREET,KALAMAZOO,26077,1990,P19,Midwest,East North Central
382442238,MI,Michigan,CASS CORRIDOR NEIGHBORHOOD DEVELOPMENT CORPORATION,3535 CASS AVE,DETROIT,26163,1985,L25,Midwest,East North Central
382445944,MI,Michigan,SOUTHGATE NON-PROFIT HOUSING CORPORATION,8425 E 12 MILE RD,WARREN,26099,2008,L20,Midwest,East North Central
382446068,MI,Michigan,KALAMAZOO NORTHSIDE NON-PROFIT HOUSING CORPORATION,1516 N WESTNEDGE AVE,KALAMAZOO,26077,1988,L25,Midwest,East North Central
382447541,MI,Michigan,HABITAT FOR HUMANITY INTERNATIONAL INC,PO BOX 562,BALDWIN,26085,1987,L20,Midwest,East North Central
382460526,MI,Michigan,CSI KALAMAZOO NON-PROFIT HOUSING CORPORATION,8425 E 12 MILE RD,WARREN,26099,2008,L20,Midwest,East North Central
382471109,MI,Michigan,SAGINAW CEREBRAL PALSY NON-PROFIT HOUSING CORPORATION,1656 EDGE WOOD DR,CARO,26073,1984,L20,Midwest,East North Central
382474246,MI,Michigan,CASPIAN HOUSING CORPORATION,PO BOX 606,ESCANABA,26041,1998,L50,Midwest,East North Central
382487626,MI,Michigan,FREEDOM HOUSE,2630 W LAFAYETTE BLVD,DETROIT,26163,1987,P84,Midwest,East North Central
382488320,MI,Michigan,HARTFORD AREA NON PROFIT HOUSING CORPORATION,207 HAWTHORNE AVENUE,ST JOSEPH,26021,1984,L21,Midwest,East North Central
382509149,MI,Michigan,KALAMAZOO EASTSIDE NEIGHBORHOOD ASSOCIATION,1301 E MAIN ST,KALAMAZOO,26077,1986,S22,Midwest,East North Central
382513286,MI,Michigan,DOWNTOWN TOMORROW INC,162 E MICHIGAN AVE,KALAMAZOO,26077,1984,S31,Midwest,East North Central
382531520,MI,Michigan,COOPERSVILLE RIVER VILLAGE NON- PROFIT HOUSING CORPORATION,162 RIVER ROAD,COOPERSVILLE,26139,1984,L80,Midwest,East North Central
382534151,MI,Michigan,WE CARE NON PROFIT HOUSING CORPORATION,PO BOX 34515,DETROIT,26163,1993,L20,Midwest,East North Central
382534379,MI,Michigan,SOUTHWEST ALLIANCE FOR NEIGHBORS CORP,2715 BAGLEY ST,DETROIT,26163,1984,L80,Midwest,East North Central
382534392,MI,Michigan,LUTHERAN HOUSING CORPORATION OF ALPENA,8131 E JEFFERSON AVE,DETROIT,26163,1984,L21,Midwest,East North Central
382536811,MI,Michigan,NORTHSIDE ASSOCIATION FOR COMMUNITY DEVELOPMENT,612 N PARK,KATAMAZOO,26077,1988,S20,Midwest,East North Central
382561225,MI,Michigan,WARREN-CONNER DEVELOPMENT COALITION INC,4401 CONNER ST,DETROIT,26163,1985,S31,Midwest,East North Central
382587064,MI,Michigan,EFFECTIVE ALTERNATIVE COMMUNITY HOUSING SERVICES,26558 STANFORD DR W,SOUTHFIELD,26125,1989,L20,Midwest,East North Central
382592240,MI,Michigan,DOWAGIAC VILLA NON-PROFIT HOUSING CORPORATION,207 HAWTHORNE AVE,ST JOSEPH,26027,1985,L21,Midwest,East North Central
382592242,MI,Michigan,LAWRENCE AREA NON-PROFIT HOUSING CORPORATION,207 HAWTHORNE AVENUE,ST JOSEPH,26021,1985,L21,Midwest,East North Central
382595768,MT,Montana,MICHIGAN ABILITY PARTNERS,3810 PACKARD 260,ANN ARBOR,26161,1985,P82,West,Mountain
382600226,MI,Michigan,HEARTSIDE NON-PROFIT HOUSING CORPORATION,101 SHELDON AVE SE STE 2,GRAND RAPIDS,26081,1996,L21,Midwest,East North Central
382603951,MI,Michigan,SALEM HOUSING COMMUNITY DEVELOPMENT CORPORATION,3216 M L KING AVE,FLINT,26049,1985,L20,Midwest,East North Central
382615690,MI,Michigan,ICCF NONPROFIT HOUSING CORPORATION,920 CHERRY ST SE,GRAND RAPIDS,26081,1987,L25,Midwest,East North Central
382616982,MI,Michigan,NORTHERN LAKES ECONOMIC ALLIANCE,1313 BOYNE AVE,BOYNE CITY,26029,1996,S30,Midwest,East North Central
382620824,MI,Michigan,SHELTER OF FLINT INC,924 CEDAR ST,FLINT,26049,2002,L41,Midwest,East North Central
382622732,MI,Michigan,CORE CITY NEIGHBORHOODS,3301 23RD ST,DETROIT,26163,2014,L20,Midwest,East North Central
382698360,MI,Michigan,HOUSING RESOURCE CENTER,NA,E LANSING,26065,1987,L81,Midwest,East North Central
382701299,MI,Michigan,NORTHSTAR COMMUNITY DEVELOPMENT CORPORATION,3843 PURITAN ST,DETROIT,26163,2016,S20,Midwest,East North Central
382708025,MI,Michigan,HABITAT FOR HUMANITY DETROIT,14325 JANE ST,DETROIT,26163,1987,L192,Midwest,East North Central
382724400,MI,Michigan,COURT STREET VILLAGE NON-PROFIT HOUSING CORPORATION,727 EAST ST,FLINT,26049,1989,L20,Midwest,East North Central
382761981,MI,Michigan,WASHTENAW AFFORDABLE HOUSING CORPORATION,1327 JONES DRIVE,ANN ARBOR,26161,1989,L20,Midwest,East North Central
382763734,MI,Michigan,VINE VENTURES INC,511 W VINE ST,KALAMAZOO,26077,1988,L20,Midwest,East North Central
382772476,MI,Michigan,CORNERSTONE ALLIANCE,80 W MAIN ST,BENTON HARBOR,26021,1988,S30,Midwest,East North Central
382780698,MI,Michigan,H P DEVCO INC,12541 SECOND,HIGHLAND PARK,26163,1989,S31,Midwest,East North Central
382784136,MI,Michigan,OPPORTUNITY RESOURCE FUND,330 MARSHALL ST STE 105,LANSING,26065,2001,L20,Midwest,East North Central
382792610,MI,Michigan,COMMUNITY ACTION NETWORK,PO BOX 130076,ANN ARBOR,26161,1988,P20,Midwest,East North Central
382807457,MI,Michigan,NORTHWEST MICHIGAN SUPPORTIVE HOUSING,3588 VETERANS DR STE 1,TRAVERSE CITY,26055,1988,P73,Midwest,East North Central
382810320,MI,Michigan,U SNAP BAC NON PROFIT HOUSING CORPORATION,14901 E WARREN AVE,DETROIT,26163,1993,L25,Midwest,East North Central
382810323,MI,Michigan,U SNAP BAC INC,14901 E WARREN AVE,DETROIT,26163,1993,S43,Midwest,East North Central
382816980,MI,Michigan,GENESIS COMMUNITY DEVELOPMENT CORPORATION,317 HARPER AVE,DETROIT,26163,1993,S20,Midwest,East North Central
382822223,MI,Michigan,PRESERVATION NON-PROFIT HOUSING CORPORATION,1118 S WASHINGTON AVE,LANSING,26065,2014,L50,Midwest,East North Central
382824214,MI,Michigan,NEIGHBORHOOD RENEWAL SERVICES OF SAGINAW INC,60 HARROW LANE,SAGINAW,26145,1989,L80,Midwest,East North Central
382837636,MI,Michigan,COMMUNITY SERVICE COMMUNITY DEVELOPMENT,PO BOX 23936,DETROIT,26163,1989,S20,Midwest,East North Central
382845219,MI,Michigan,WEST DETROIT INTER-FAITH COMMUNITY ORGANIZATION WDIFCO,NA,DETROIT,26163,1989,S20,Midwest,East North Central
382846509,MI,Michigan,TRAVERSE BAY ECONOMIC DEVELOPMENT CORPORATION,202 E GRANDVIEW PARKWAY,TRAVERSE CITY,26055,1989,S30,Midwest,East North Central
382847849,MI,Michigan,SOUTH OAKLAND SHELTER,46156 WOODWARD AVE,PONTIAC,26125,1989,L41,Midwest,East North Central
382860480,MI,Michigan,TARGET ALPENA 2000 CORPORATION,235 W CHISHOLM ST,ALPENA,26007,1989,S30,Midwest,East North Central
382860885,MI,Michigan,ISABELLA COUNTY NONPROFIT HOUSING CORPORATION,310 S BRADLEY STREET,MOUNT PLEASANT,26073,1989,L20,Midwest,East North Central
382869007,MI,Michigan,WYANDOTTE COMMUNITY ALLIANCE,246 SYCAMORE ST,WYANDOTTE,26163,1990,L20,Midwest,East North Central
382874694,MI,Michigan,HABITAT FOR HUMANITY INTERNATIONAL INC,2805 S INDUSTRIAL HWY STE 100,ANN ARBOR,26161,1987,L20,Midwest,East North Central
382881345,MI,Michigan,BRANCH COUNTY ECONOMIC GROWTH ALLIANCE INC,1 GRAND ST,COLDWATER,26023,1990,S31,Midwest,East North Central
382885952,MI,Michigan,GRANDMONT ROSEDALE DEVELOPMENT CORPORATION,19800 GRAND RIVER AVE,DETROIT,26163,1991,L25,Midwest,East North Central
382896273,MI,Michigan,BAGLEY HOUSING ASSOCIATION,1920 25TH ST,DETROIT,26163,1990,L50,Midwest,East North Central
382899387,MI,Michigan,HABITAT FOR HUMANITY INTERNATIONAL INC,101 BURTON ST,FLINT,26049,1987,L80,Midwest,East North Central
382903510,MI,Michigan,LYMAN NEIGHBORHOOD DEVELOPMENT ASSOCIATION,23235 MEADOW PARK,REDFORD,26163,1993,P71,Midwest,East North Central
382921300,MI,Michigan,PECKHAM HOUSING CORPORATION II,3510 CAPITOL CITY BLVD,LANSING,26037,1990,L20,Midwest,East North Central
382926892,MI,Michigan,FRANKLIN STREET COMMUNITY HOUSING COOPERATIVE,1290 DEER PATH LN,EAST LANSING,26065,1992,L80,Midwest,East North Central
382934135,IN,Indiana,MONROE COUNTY HOUSING SOLUTIONS INC,PO BOX 511,BLOOMINGTON,18105,1990,L80,Midwest,East North Central
382940206,MI,Michigan,U P COMMUNITY SERVICES INC,1238 CARPENTER AVE,IRON MOUNTAIN,26043,1993,S20,Midwest,East North Central
382950406,MI,Michigan,CHANNEL HOUSING MINISTRIES INC,204 WASHINGTON ST,HART,26127,1992,L99,Midwest,East North Central
382956439,MI,Michigan,SPRINGHILL HOUSING CORPORATION,5505 CORPORATE DR # 300,TROY,26125,1991,L20,Midwest,East North Central
382959632,MI,Michigan,V I S I O N VITAL INVESTMENTS SERVING IN OUR NEIGHBORHOODS,PO BOX 07099,DETROIT,26163,1991,S99,Midwest,East North Central
382960530,MI,Michigan,ELDER LAW OF MICHIGAN INC,3815 W SAINT JOSEPH ST STE C200,LANSING,26045,1991,P81,Midwest,East North Central
382965626,MI,Michigan,JACKSON AFFORDABLE HOUSING CORPORATION,161 W MICHIGAN AVE,JACKSON,26075,1991,L20,Midwest,East North Central
382975829,MI,Michigan,NEW HOPE COMMUNITY DEVELOPMENT NON-PROFIT HOUSING CORPORATION,19487 EVERGREEN RD,DETROIT,26163,1991,L80,Midwest,East North Central
382977854,MI,Michigan,HOUSING OPPORTUNITIES FOR MACOMB INC,28842 LUND AVE,WARREN,26099,1991,L20,Midwest,East North Central
382982962,MI,Michigan,TRINITY VILLAGE NON-PROFIT HOUSING CORPORATION,2140 VALLEY ST,NORTON SHORES,26121,1995,L22,Midwest,East North Central
382987859,MI,Michigan,STURGIS NEIGHBORHOOD PROGRAM,107 W WEST ST,STURGIS,26149,1992,L25,Midwest,East North Central
382989100,MI,Michigan,CHARLEVOIX-EMMET HOUSING COALITION,NA,PETOSKEY,26047,1993,L80,Midwest,East North Central
382990052,MI,Michigan,EVANGELICAL MANOR INC NONPROFIT HOUSING CORPORATION,1601 BRIARWOOD CIR STE 400,ANN ARBOR,26161,1995,L20,Midwest,East North Central
382995712,MI,Michigan,HOPE COMMUNITY HOUSING CORPORATION,1420 FULLER AVE SE,GRAND RAPIDS,26081,2014,L50,Midwest,East North Central
382999284,MI,Michigan,HABITAT FOR HUMANITY INTERNATIONAL INC,PO BOX 756,HARRISON,26035,1987,L20,Midwest,East North Central
383000516,MI,Michigan,PORT HURON NEIGHBORHOOD HOUSING CORPORATION,100 MCMORRAN BOULEVARD,PORT HURON,26147,1992,L21,Midwest,East North Central
383004281,MI,Michigan,MICHIGAN NONPROFIT HOUSING CORPORATION,28040 FORESTBROOK DR,FARMINGTN HLS,26125,1991,L21,Midwest,East North Central
383008147,MI,Michigan,NORTHWEST DETROIT NEIGHBORHOOD DEVELOPMENT INC,PO BOX 231132,DETROIT,26163,2016,L20,Midwest,East North Central
383008651,MI,Michigan,PEOPLE UNITED AS ONE,644 MARTIN LUTHER KING JR BLVD,DETROIT,26163,1992,L41,Midwest,East North Central
383010365,MI,Michigan,MEXICANTOWN COMMUNITY DEVELOPMENT CORPORATION,2835 BAGLEY ST STE 200,DETROIT,26163,1992,S20,Midwest,East North Central
383022249,MI,Michigan,LIBERTY HILL HOUSING CORPORATION,5505 CORPORATE DR # 300,TROY,26125,1992,L82,Midwest,East North Central
383024297,MI,Michigan,VENTURE INC,196 CESAR E CHAVEZ AVENUE,PONTIAC,26125,1992,L80,Midwest,East North Central
383024786,MI,Michigan,NORTHERN ECONOMIC INITIATIVES CORPORATION,1401 PRESQUE ISLE JACOBETTI NO 202,MARQUETTE,26103,2005,S43,Midwest,East North Central
383025057,MI,Michigan,MOTOR CITY BLIGHT BUSTERS INC,18220 LAHSER RD,DETROIT,26163,1997,S99,Midwest,East North Central
383025792,MI,Michigan,HOUSING AND COMMUNITY DEVELOPMENT CORPORATION OF WAYNE COUNTY,600 RANDOLPH ST RM 3,DETROIT,26163,1992,L20,Midwest,East North Central
383031512,MI,Michigan,NORTOWN COMMUNITY DEVELOPMENT,PO BOX 34102,DETROIT,26163,1993,S20,Midwest,East North Central
383033236,MI,Michigan,GARFIELD DEVELOPMENT CORPORATION,1725 DIVISION AVE S STE 1,GRAND RAPIDS,26081,1992,L20,Midwest,East North Central
383038688,MI,Michigan,EAST DETROIT AREA NON-PROFIT HOUSING CORPORATION,PO BOX 9184,FARMINGTN HLS,26125,1992,L21,Midwest,East North Central
383042573,MI,Michigan,BRUSH PARK DEVELOPMENT CORPORATION INC,2930 WOODWARD AVE,DETROIT,26163,1996,S20,Midwest,East North Central
383052927,MI,Michigan,METROPOLITAN COMMUNITY HOUSING DEVELOPMENT ORGANIZATION,398 LODGE DR,DETROIT,26163,1993,L21,Midwest,East North Central
383053029,MI,Michigan,ISLANDVIEW VILLAGE DEVELOPMENT CORPORATION,1157 CONCORD ST,DETROIT,26163,1992,L21,Midwest,East North Central
383054418,MI,Michigan,PEOPLES COMMUNITY HOPE FOR HOMES INC,28955 ROSEWOOD ST,INKSTER,26163,1992,L40,Midwest,East North Central
383060995,MI,Michigan,ADAPT HOUSING CORPORATION NUMBER ONE INC,202 MORSE ST,COLDWATER,26023,1992,L25,Midwest,East North Central
383061632,MI,Michigan,BENZIE HOUSING COUNCIL,6088 W WOODS DR,EMPIRE,26089,1993,L80,Midwest,East North Central
383066116,MI,Michigan,WESTOWN JUBILEE HOUSING,724 WEST FULTON STREET,GRAND RAPIDS,26081,1993,L99,Midwest,East North Central
383072010,MI,Michigan,METRO COMMUNITY DEVELOPMENT INC,503 S SAGINAW ST STE 804,FLINT,26049,1993,L99,Midwest,East North Central
383075222,MI,Michigan,BGC NONPROFIT HOUSING CORPORATION,1784 HAMILTON RD,OKEMOS,26065,1992,L50,Midwest,East North Central
383076893,MI,Michigan,NEIGHBORHOOD INVESTMENT CORP,1115 3RD ST,MUSKEGON,26121,1994,S30,Midwest,East North Central
383080446,MI,Michigan,BGC I NONPROFIT HOUSING CORPORATION,1784 HAMILTON RD,OKEMOS,26065,1993,L20,Midwest,East North Central
